brand;model;version;registration_base_description;my_code;control;msrp;retail_bonus;trade_in_bonus;subsidized_rate_monthly;rate_cost;insurance_years;ipva_value;others_bonus;dealer_rebate;total_customer_benefit;comment;offer_month_code
Fiat;Pulse;Drive 1.3 AT;FIAT/PULSE DRIVE AT;2526;Fiat Pulse Drive 1.3 AT 2526;113990;0;2000;0;;0;0;0;0;2000;0;202512
Fiat;Pulse;1.0 TGDI AT;FIAT/PULSE TURBO 200;2526;Fiat Pulse 1.0 TGDI AT 2526;117990;0;0;0,006012;3100;0;0;0;0;3100;0;202512
Fiat;Pulse;Audace 1.0 TGDI MHEV AT;FIAT/PULSE AUDACE HYB;2526;Fiat Pulse Audace 1.0 TGDI MHEV AT 2526;134490;0;9000;0,007018;3700;0;0;0;0;12700;0;202512
Fiat;Pulse;Impetus 1.0 TGDI MHEV AT;FIAT/PULSE IMPETUS HYB;2526;Fiat Pulse Impetus 1.0 TGDI MHEV AT 2526;147990;0;10000;0,007018;4100;0;0;0;0;14100;0;202512
Fiat;Pulse;Abarth 1.3 TGDI AT;FIAT/PULSE ABARTH 270;2526;Fiat Pulse Abarth 1.3 TGDI AT 2526;158990;0;8000;0;;0;0;0;0;8000;0;202512
Fiat;Fastback;Audace 1.0 TGDI MHEV AT;FIAT/FASTBACK AUDACE HYB;2526;Fiat Fastback Audace 1.0 TGDI MHEV AT 2526;162490;7000;17000;0,007018;4500;0;0;0;0;28500;0;202512
Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;FIAT/FASTBACK IMPETUS HY;2526;Fiat Fastback Impetus 1.0 TGDI MHEV AT 2526;169490;7000;18000;0,007018;4700;0;0;0;0;29700;0;202512
Fiat;Fastback;Limited Edition 1.3 TGDI AT;FIAT/FASTBACK LIMITED ED;2526;Fiat Fastback Limited Edition 1.3 TGDI AT 2526;173490;7000;13000;0,007018;4800;0;0;0;0;24800;0;202512
Fiat;Fastback;Abarth 1.3 TGDI AT;FIAT/FASTBACK ABARTH 270;2526;Fiat Fastback Abarth 1.3 TGDI AT 2526;179490;0;12500;0,007018;5000;0;0;0;0;17500;0;202512
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;2526;Hyundai Creta Comfort Safety  1.0 TGDI AT 2526;154990;13000;0;0,006018;6200;0;0;0;3000;19200;0;202512
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;2526;Hyundai Creta Limited 1.0 TGDI AT 2526;170690;15000;0;0,006018;6800;0;0;0;5000;26800;0;202512
Hyundai;Creta;Platinum 1.0 TGDI AT;HYUNDAI/CRETA1TF PLATINU;2526;Hyundai Creta Platinum 1.0 TGDI AT 2526;186590;8000;0;0,006018;7400;0;0;0;0;15400;0;202512
GWM;Ora 03;EV58;I/GWM ORA 03 BEV58;2526;GWM Ora 03 EV58 2526;184000;15000;10000;0,006032;13000;1;0;0;3380;10000;0;202512
Leapmotor;B10;EV;;2526;Leapmotor B10 EV 2526;182990;0;0;0,008012;2100;0;0;5300;0;2100;0;202512
Leapmotor;C10;EV;I/LPM C10 DESIGN;2526;Leapmotor C10 EV 2526;204990;0;0;0,008012;2300;0;0;4000;0;2300;0;202512
Leapmotor;C10;REEV;I/LPM C10 REEV E27;2526;Leapmotor C10 REEV 2526;209990;0;0;0,008012;2400;0;0;0;0;2400;0;202512
MG;S5;Comfort;I/SAIC MGS5 EV 62KWH COM;2526;MG S5 Comfort 2526;218800;0;0;0;;0;0;0;0;0;0;202512
MG;MG4;Luxury;;2526;MG MG4 Luxury 2526;199800;0;0;0;;0;0;0;0;0;0;202512
MG;MG4;Comfort;;2526;MG MG4 Comfort 2526;184600;0;0;0;;0;0;0;0;0;0;202512
BYD;Dolphin;Mini GS EV;"I/BYD DOLPHIN MINI GS5EV;BYD/DOLPHIN MINI GS5EV";2526;BYD Dolphin Mini GS EV 2526;119990;0;0;1,46706;0;0;0;0;0;0;0;202512
BYD;Dolphin;Plus EV;I/BYD DOLPHIN PLUS 310EV;2525;BYD Dolphin Plus EV 2525;184800;0;5000;0,006024;9800;0;0;0;0;14800;0;202512
BYD;Song Pro;GS 1.5 PHEV DHT;I/BYD SONG PRO GS DM;2526;BYD Song Pro GS 1.5 PHEV DHT 2526;199990;20000;0;0,006036;15900;0;0;0;0;35900;0;202512
Jeep;Renegade;Longitude 1.3 TGDI AT;JEEP/RENEGADE LGTD T270;2526;Jeep Renegade Longitude 1.3 TGDI AT 2526;162390;4000;14000;0,00503;14400;0;0;0;0;32400;0;202512
Jeep;Compass;Longitude 1.3 TGDI AT;JEEP/COMPASS LONG T;2526;Jeep Compass Longitude 1.3 TGDI AT 2526;195890;5000;11000;0,00503;17400;0;0;0;0;33400;0;202512
Jeep;Commander;Overland 1.3 TGDI AT;"JEEP/COMMANDER OVR T;JEEP/COMMANDER OVE 7 270";2526;Jeep Commander Overland 1.3 TGDI AT 2526;278190;14000;16500;0;;0;0;0;0;30500;0;202512
Jeep;Commander;Limited 1.3 TGDI AT;"JEEP/COMMANDER LIM T;JEEP/COMMANDER LIM 7 270";2526;Jeep Commander Limited 1.3 TGDI AT 2526;250690;14000;14500;0;;0;0;0;0;28500;0;202512
Jeep;Commander;Overland 2.2 TD AT 4x4;JEEP/COMMANDER OVR TD;2526;Jeep Commander Overland 2.2 TD AT 4x4 2526;313190;4000;18500;0;;0;0;0;0;22500;0;202512
Jeep;Commander;Overland Hurricane 2.0 TGDI AT 4x4;JEEP/COMMANDER OVR T 2.0;2526;Jeep Commander Overland Hurricane 2.0 TGDI AT 4x4 2526;329890;4000;19500;0;;0;0;0;0;23500;0;202512
Lepas;L4;EV;;2526;Lepas L4 EV 2526;150000;0;0;0;;0;0;0;0;0;0;202512
Lepas;L6;EV;;2526;Lepas L6 EV 2526;180000;0;0;0;;0;0;0;0;0;0;202512
GWM;Ora 03;GT EV;I/GWM ORA 03 GT BEV63;2526;GWM Ora 03 GT EV 2526;199000;10000;10000;0,006024;10500;1;0;0;3780;10000;0;202512
GWM;Ora 03;Skin EV;I/GWM ORA 03 SKIN BEV48;2526;GWM Ora 03 Skin EV 2526;169000;15000;10000;0,006032;11900;1;0;0;3080;10000;0;202512
BYD;Song Plus;GS 1.5 PHEV DHT;I/BYD SONG PLUS GS DM;2526;BYD Song Plus GS 1.5 PHEV DHT 2526;249990;25000;10000;0,006036;19900;0;0;0;0;44900;0;202512
BYD;Song Plus;Premium 1.5 TGDI PHEV DHT;I/BYD SONG PLUS PREM DM;2526;BYD Song Plus Premium 1.5 TGDI PHEV DHT 2526;299800;39810;20000;0,006036;23800;0;0;0;0;63610;0;202512
Hyundai;Creta;Ultimate 1.6 TGDI DCT;HYUNDAI/CRETA16G ULTIMTE;2526;Hyundai Creta Ultimate 1.6 TGDI DCT 2526;199590;4000;0;0,006018;7900;0;0;0;0;11900;0;202512
Jaecoo;7;Comfort 1.5 TGDI PHEV DHT;;2626;Jaecoo 7 Comfort 1.5 TGDI PHEV DHT 2626;185000;0;0;0,00 / 00 / 00;;0;0;0;0;0;0;202512
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;;2626;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2626;234990;0;0;0;;0;0;0;0;0;0;202512
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;;2626;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2626;256990;0;0;0;;0;0;0;0;0;0;202512
Jaecoo;7;Luxury 1.5 TGDI HEV DHT;;2626;Jaecoo 7 Luxury 1.5 TGDI HEV DHT 2626;209000;0;0;0;;0;0;0;0;0;0;202512
Jaecoo;5;Comfort EV;;2526;Jaecoo 5 Comfort EV 2526;164990;0;5000;0;;0;0;0;0;5000;0;202512
Jaecoo;5;Prestige EV;;2526;Jaecoo 5 Prestige EV 2526;179990;0;0;0;;0;0;0;0;0;0;202512
Jaecoo;5;Comfort 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Comfort 1.5 TGDI HEV DHT 2526;146990;0;0;0;;0;0;0;0;0;0;202512
Jaecoo;5;Prestige 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;169990;0;0;0;;0;0;0;0;0;0;202512
Hyundai;HB20;Comfort 1.0 MT;;2526;Hyundai HB20 Comfort 1.0 MT 2526;95190;0;0;0;;0;0;0;0;0;0;202512
Hyundai;HB20;Limited 1.0 MT;;2526;Hyundai HB20 Limited 1.0 MT 2526;99290;0;0;0;;0;0;0;0;0;0;202512
Hyundai;HB20;Limited 1.0 TGDI AT;;2526;Hyundai HB20 Limited 1.0 TGDI AT 2526;121490;0;0;0;;0;0;0;0;0;0;202512
Hyundai;HB20;Platinum 1.0 TGDI AT;;2526;Hyundai HB20 Platinum 1.0 TGDI AT 2526;131190;0;0;0;;0;0;0;0;0;0;202512
BYD;Song Plus;GS 1.5 PHEV DHT;I/BYD SONG PLUS GS DM;2526;BYD Song Plus GS 1.5 PHEV DHT 2526;249990;0;10000;0,006036;19900;0;0;0;0;29900;0;202601
BYD;Song Plus;Premium 1.5 TGDI PHEV DHT;I/BYD SONG PLUS PREM DM;2526;BYD Song Plus Premium 1.5 TGDI PHEV DHT 2526;299800;0;20000;0,006036;23800;0;0;0;0;43800;0;202601
BYD;Song Pro;GS 1.5 PHEV DHT;I/BYD SONG PRO GS DM;2526;BYD Song Pro GS 1.5 PHEV DHT 2526;199990;0;0;0,006036;15900;0;0;0;0;15900;0;202601
GWM;Haval H6;2 1.5 TGDI HEV DHT;"I/GWM HAVAL H6 PREM HEV;I/GWM HAVAL H6 HEV2";2526;GWM Haval H6 2 1.5 TGDI HEV DHT 2526;223000;0;15000;0,006024;11800;1;0;0;5000;26800;0;202601
GWM;Haval H6;19 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV 19;I/GWM HAVAL H6 PHEV19";2526;GWM Haval H6 19 1.5 TGDI PHEV DHT 2526;248000;0;15000;0,006024;13100;1;0;0;5000;28100;0;202601
GWM;Haval H6;35 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV35;I/GWM HAVAL H6 PHEV";2526;GWM Haval H6 35 1.5 TGDI PHEV DHT 2526;288000;0;10000;0,006018;11400;1;0;0;5000;21400;0;202601
GWM;Haval H6;GT 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 GT;2526;GWM Haval H6 GT 1.5 TGDI PHEV DHT 2526;325000;0;10000;0,006018;12900;1;0;0;5000;22900;0;202601
Leapmotor;C10;EV;I/LPM C10 DESIGN;2526;Leapmotor C10 EV 2526;204990;0;0;0;;0;0;5300;0;5300;0;202601
Leapmotor;C10;REEV;I/LPM C10 REEV E27;2526;Leapmotor C10 REEV 2526;219990;0;10000;0,006024;11700;0;0;0;0;10000;0;202601
Leapmotor;B10;EV;0;2526;Leapmotor B10 EV 2526;182990;0;0;0;;0;0;5300;0;0;0;202601
Omoda;C7;Luxury 1.5 TGDI PHEV DHT;I/OMODA 7 PHEV LUXURY;2526;Omoda C7 Luxury 1.5 TGDI PHEV DHT 2526;254990;0;15000;0,006024;13500;0;0;0;5000;15000;0;202601
Omoda;C7;Prestige 1.5 TGDI PHEV DHT;I/OMODA 7 PHEV PRESTIGE;2526;Omoda C7 Prestige 1.5 TGDI PHEV DHT 2526;279990;0;25000;0,006036;22300;0;0;0;10000;25000;0;202601
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;0;2626;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2626;249990;0;0;0;;0;0;0;0;15000;0;202601
Fiat;Fastback;Audace 1.0 TGDI MHEV AT;FIAT/FASTBACK AUDACE HYB;2526;Fiat Fastback Audace 1.0 TGDI MHEV AT 2526;162490;8000;17000;0,007018;4500;0;0;0;0;29500;0;202601
Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;FIAT/FASTBACK IMPETUS HY;2526;Fiat Fastback Impetus 1.0 TGDI MHEV AT 2526;169490;7000;18000;0,007018;4700;0;0;0;0;29700;0;202601
Honda;WR-V;EX 1.5 CVT;HONDA/WR-V EX;2526;Honda WR-V EX 1.5 CVT 2526;147100;0;0;0;;0;0;0;0;0;0;202601
Honda;WR-V;EXL 1.5 CVT;HONDA/WR-V EXL;2526;Honda WR-V EXL 1.5 CVT 2526;152100;0;0;0;;0;0;0;0;0;0;202601
Nissan;Kait;Active 1.6 CVT;;2526;Nissan Kait Active 1.6 CVT 2526;117990;0;0;0;;0;0;0;0;0;0;202601
Nissan;Kait;Sense Plus 1.6 CVT;NISSAN/KAIT SENSE CVT;2526;Nissan Kait Sense Plus 1.6 CVT 2526;139590;3000;0;0,006018;5500;0;0;0;0;8500;0;202601
Nissan;Kait;Advance Plus 1.6 CVT;NISSAN/KAIT ADVANCE CVT;2526;Nissan Kait Advance Plus 1.6 CVT 2526;149890;3000;0;0,006018;6000;0;0;0;0;9000;0;202601
Nissan;Kait;Exclusive 1.6 CVT;NISSAN/KAIT EXCLUSIV CVT;2526;Nissan Kait Exclusive 1.6 CVT 2526;152990;0;0;0;;0;0;0;0;0;0;202601
Jeep;Renegade;Altitude 1.3 TGDI AT;JEEP/RENEGADE ALTIT T270;2526;Jeep Renegade Altitude 1.3 TGDI AT 2526;147990;6000;0;0;;0;0;0;0;6000;0;202601
Jeep;Renegade;Longitude 1.3 TGDI AT;JEEP/RENEGADE LGTD T270;2526;Jeep Renegade Longitude 1.3 TGDI AT 2526;165690;3000;14000;0,00503;14700;0;0;0;0;31700;0;202601
Jeep;Renegade;Sahara 1.3 TGDI AT;JEEP/RENEGADE SAHARA;2526;Jeep Renegade Sahara 1.3 TGDI AT 2526;175990;3000;8000;0,00603;11700;0;0;0;0;22700;0;202601
Jeep;Renegade;Willys 1.3 TGDI AT 4x4;JEEP/RENEGADE WILLYS 4X4;2526;Jeep Renegade Willys 1.3 TGDI AT 4x4 2526;189490;0;8000;0,00603;12600;0;0;0;0;20600;0;202601
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;2526;Nissan Kicks Sense 1.0 TGDI DCT 2526;166990;10500;14000;0,006018;6600;0;0;0;5000;31100;0;202601
Nissan;Kicks;Advance 1.0 TGDI DCT;NISSAN/KICKS ADVANCE AT;2526;Nissan Kicks Advance 1.0 TGDI DCT 2526;177990;10500;21500;0,006018;7100;0;0;0;6200;39100;0;202601
Nissan;Kicks;Exclusive 1.0 TGDI DCT;NISSAN/KICKS EXCLUSIV AT;2526;Nissan Kicks Exclusive 1.0 TGDI DCT 2526;184790;10500;14000;0,006018;7300;0;0;0;5000;31800;0;202601
Nissan;Kicks;Platinum 1.0 TGDI DCT;NISSAN/KICKS PLATINUM AT;2526;Nissan Kicks Platinum 1.0 TGDI DCT 2526;199000;10500;14000;0,006018;7900;0;0;0;5000;32400;0;202601
Renault;Boreal;Evolution 1.3 TGDI DCT;RENAULT/BOREAL EVO;2526;Renault Boreal Evolution 1.3 TGDI DCT 2526;179990;0;10000;0,996024;3000;0;0;0;0;13000;0;202601
Renault;Boreal;Techno 1.3 TGDI DCT;RENAULT/BOREAL TECH;2526;Renault Boreal Techno 1.3 TGDI DCT 2526;199990;0;12000;0,996024;3400;0;0;0;0;15400;0;202601
Renault;Boreal;Iconic 1.3 TGDI DCT;RENAULT/BOREAL ICO;2526;Renault Boreal Iconic 1.3 TGDI DCT 2526;214990;0;10000;0,996024;3600;0;0;0;0;13600;0;202601
Toyota;Corolla Cross;XR 2.0 CVT;TOYOTA/CCROSS XR 20;2526;Toyota Corolla Cross XR 2.0 CVT 2526;190490;0;0;0;;0;0;0;0;0;0;202601
Geely;EX2;Max;I/GEELY EX2 MAX;2526;Geely EX2 Max 2526;136800;0;0;0,006024;7300;0;0;4000;0;11300;0;202601
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;2526;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;234990;5000;25000;0,006024;12500;0;0;0;6000;30000;0;202601
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;2526;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;256990;0;15500;0,006036;20400;0;0;0;8000;15500;0;202601
Jaecoo;7;Comfort 1.5 TGDI PHEV DHT;0;2626;Jaecoo 7 Comfort 1.5 TGDI PHEV DHT 2626;184990;0;0;0;;0;0;0;0;9000;0;202601
Hyundai;Creta;Comfort 1.0 TGDI AT;HYUNDAI/CRETA1TF COMFORT;2526;Hyundai Creta Comfort 1.0 TGDI AT 2526;151290;10000;0;0,006018;6000;0;0;0;0;16000;0;202601
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;2526;Hyundai Creta Comfort Safety  1.0 TGDI AT 2526;154990;10000;0;0,006018;6200;0;0;0;0;16200;0;202601
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;2526;Hyundai Creta Limited 1.0 TGDI AT 2526;170690;10000;0;0,006018;6800;0;0;0;0;16800;0;202601
Hyundai;HB20;Comfort 1.0 MT;;2526;Hyundai HB20 Comfort 1.0 MT 2526;165620;5600;0;0,008012;1900;0;0;0;0;7500;0;202601
Hyundai;HB20;Limited 1.0 MT;;2526;Hyundai HB20 Limited 1.0 MT 2526;99290;6100;2000;0,008012;1100;0;0;0;0;9200;0;202601
Hyundai;HB20;Limited 1.0 TGDI AT;;2526;Hyundai HB20 Limited 1.0 TGDI AT 2526;121490;4000;6000;0,007018;3400;0;0;0;0;13400;0;202601
Hyundai;HB20;Platinum 1.0 TGDI AT;;2526;Hyundai HB20 Platinum 1.0 TGDI AT 2526;131190;4000;6000;0,007018;3600;0;0;0;0;13600;0;202601
Jeep;Compass;Sport 1.3 TGDI AT;JEEP/COMPASS SPORT T;2526;Jeep Compass Sport 1.3 TGDI AT 2526;171490;15000;0;0;;0;0;0;0;15000;0;202601
Jeep;Compass;Longitude 1.3 TGDI AT;"JEEP/COMPASS LONG T;JEEP/COMPASS LONGITUDE T";2526;Jeep Compass Longitude 1.3 TGDI AT 2526;195890;3000;11000;0,00503;17400;0;0;0;0;31400;0;202601
Jeep;Compass;Serie S 1.3 TGDI AT;JEEP/COMPASS SERIE S T;2526;Jeep Compass Serie S 1.3 TGDI AT 2526;225390;2000;11000;0,00603;14900;0;0;0;0;27900;0;202601
Jeep;Commander;Longitude 1.3 TGDI AT;JEEP/COMMANDER LONG T;2526;Jeep Commander Longitude 1.3 TGDI AT 2526;224290;7000;0;0;;0;0;0;0;7000;0;202601
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;0;2626;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2626;229990;0;0;0;;0;0;0;0;20000;0;202601
Geely;Starship 7 ;Complete 1.5 PHEV DHT;;2626;Geely Starship 7  Complete 1.5 PHEV DHT 2626;230000;0;0;0;;0;0;0;0;0;0;202601
Geely;Starship 7 ;Inspire 1.5 PHEV DHT;;2626;Geely Starship 7  Inspire 1.5 PHEV DHT 2626;0;0;0;0;;0;0;0;0;0;0;202601
BYD;Yuan Pro;GS 1.5 PHEV DHT;;2626;BYD Yuan Pro GS 1.5 PHEV DHT 2626;170000;0;0;0;;0;0;0;0;0;0;202601
GAC;GS4;Premium 2.0 HEV CVT;I/GAC GS4 PREMIUM;2526;GAC GS4 Premium 2.0 HEV CVT 2526;191990;0;20000;0,006024;10200;0;0;4000;3000;34200;0;202601
GAC;Aion V;Elite EV;I/GAC AION V ELITE;2526;GAC Aion V Elite EV 2526;219990;0;8000;0,006024;11700;0;0;4000;3000;23700;0;202601
GAC;GS4;Elite 2.0 HEV CVT;I/GAC GS4 ELITE;2526;GAC GS4 Elite 2.0 HEV CVT 2526;209990;0;13000;0,006024;11100;0;0;4000;3000;28100;0;202601
Jaecoo;5;Comfort 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Comfort 1.5 TGDI HEV DHT 2526;154990;0;0;0;;0;0;0;0;0;0;202601
Jaecoo;5;Prestige 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;174990;0;0;0;;0;0;0;0;0;0;202601
GAC;GS4;Elite 2.0 HEV CVT;I/GAC GS4 ELITE;2526;GAC GS4 Elite 2.0 HEV CVT 2526;209990;0;15000;0,006024;11100;0;0;4000;3000;30100;0;202602
BYD;Song Pro;GS 1.5 PHEV DHT;"I/BYD SONG PRO GS DM;BYD/SONG PRO GS DM";2526;BYD Song Pro GS 1.5 PHEV DHT 2526;199990;0;10000;0,006036;15900;0;0;0;0;15900;0;202602
BYD;Song Plus;Premium 1.5 TGDI PHEV DHT;I/BYD SONG PLUS PREM DM;2526;BYD Song Plus Premium 1.5 TGDI PHEV DHT 2526;299800;0;20000;0,005036;31900;0;0;0;0;51900;0;202602
Geely;EX5;Pro EV;I/GEELY EX5 PRO;2526;Geely EX5 Pro EV 2526;205800;29000;0;0,006024;10900;0;0;4000;0;43900;0;202602
Geely;EX5;Max EV;I/GEELY EX5 MAX;2526;Geely EX5 Max EV 2526;225800;14000;0;0,006024;12000;0;0;4000;0;30000;0;202602
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;2526;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;234990;5000;20000;0,006024;12500;0;0;0;6000;37500;0;202602
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;2526;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;256990;0;20000;0,006024;13600;0;0;0;11000;33600;0;202602
Leapmotor;C10;REEV;I/LPM C10 REEV E27;2526;Leapmotor C10 REEV 2526;219990;0;10000;0,007018;6100;0;0;0;0;16100;0;202602
Jeep;Compass;Longitude 1.3 TGDI AT;"JEEP/COMPASS LONG T;JEEP/COMPASS LONGITUDE T";2626;Jeep Compass Longitude 1.3 TGDI AT 2626;199890;6000;11000;0,00503;17400;0;0;0;0;34400;0;202602
Jeep;Compass;Blackhawk 2.0 TGDI AT;JEEP/COMPASS BLACKHAWK;2626;Jeep Compass Blackhawk 2.0 TGDI AT 2626;274290;8000;5000;0,00603;17800;0;0;0;0;30800;0;202602
Jeep;Commander;Longitude 1.3 TGDI AT;JEEP/COMMANDER LONG T;2626;Jeep Commander Longitude 1.3 TGDI AT 2626;228790;7000;2500;0;;0;0;0;0;9500;0;202602
Jeep;Commander;Overland 2.2 TD AT 4x4;JEEP/COMMANDER OVR TD;2626;Jeep Commander Overland 2.2 TD AT 4x4 2626;319490;0;24500;0;;0;0;0;0;24500;0;202602
Jeep;Commander;Overland 1.3 TGDI AT;"JEEP/COMMANDER OVR T;JEEP/COMMANDER OVE 7 270";2626;Jeep Commander Overland 1.3 TGDI AT 2626;283790;0;28000;0,006024;14700;0;0;0;0;42700;0;202602
Jeep;Commander;Limited 1.3 TGDI AT;"JEEP/COMMANDER LIM T;JEEP/COMMANDER LIM 7 270";2626;Jeep Commander Limited 1.3 TGDI AT 2626;255690;0;26000;0,006024;13300;0;0;0;0;39300;0;202602
Jeep;Commander;Blackhawk Hurricane 2.0 TGDI AT 4x4;JEEP/COMMANDER BLACKHAWK;2626;Jeep Commander Blackhawk Hurricane 2.0 TGDI AT 4x4 2626;336490;0;25500;0,006024;17500;0;0;0;0;43000;0;202602
Jeep;Renegade;Sport 1.3 TGDI AT;JEEP/RENEGADE SPT T FLEX;2626;Jeep Renegade Sport 1.3 TGDI AT 2626;118290;0;0;0;;0;0;0;0;0;0;202602
Jeep;Renegade;Altitude 1.3 TGDI AT;JEEP/RENEGADE ALTIT T270;2626;Jeep Renegade Altitude 1.3 TGDI AT 2626;147990;6000;0;0;;0;0;0;0;6000;0;202602
Jeep;Renegade;Longitude 1.3 TGDI AT;JEEP/RENEGADE LGTD T270;2626;Jeep Renegade Longitude 1.3 TGDI AT 2626;165690;3000;14000;0,00503;14700;0;0;0;0;31700;0;202602
Jeep;Renegade;Sahara 1.3 TGDI AT;JEEP/RENEGADE SAHARA;2626;Jeep Renegade Sahara 1.3 TGDI AT 2626;175990;3000;8000;0,00603;11700;0;0;0;0;22700;0;202602
Jeep;Renegade;Willys 1.3 TGDI AT 4x4;JEEP/RENEGADE WILLYS 4X4;2626;Jeep Renegade Willys 1.3 TGDI AT 4x4 2626;189490;0;8000;0,00603;12600;0;0;0;0;20600;0;202602
Jeep;Compass;Sport 1.3 TGDI AT;JEEP/COMPASS SPORT T;2626;Jeep Compass Sport 1.3 TGDI AT 2626;174990;15000;0;0;;0;0;0;0;15000;0;202602
Jeep;Compass;Serie S 1.3 TGDI AT;JEEP/COMPASS SERIE S T;2626;Jeep Compass Serie S 1.3 TGDI AT 2626;229890;2000;11000;0,00603;14900;0;0;0;0;27900;0;202602
VW;Tera;1.0 MPI MT;VW/TERA MPI;2626;VW Tera 1.0 MPI MT 2626;105626;3000;0;0,008012;1200;0;0;0;1500;4200;0;202602
VW;Tera;1.0 TGDI MT;VW/TERA TSI;2626;VW Tera 1.0 TGDI MT 2626;121390;0;0;0,008012;1400;0;0;0;0;1400;0;202602
VW;Tera;Comfort 1.0 TGDI AT;VW/TERA COMFORT TSI;2626;VW Tera Comfort 1.0 TGDI AT 2626;131390;0;8300;0,006018;5100;0;0;0;1300;13400;0;202602
VW;Tera;High 1.0 TGDI AT;VW/TERA HIGH TSI;2626;VW Tera High 1.0 TGDI AT 2626;144390;0;10000;0,006018;5600;0;0;0;2000;15600;0;202602
VW;Nivus;Comfortline 1.0 TGDI AT;VW/NIVUS CL TSI;2626;VW Nivus Comfortline 1.0 TGDI AT 2626;156890;7400;8000;0,994048;8800;0;0;0;1000;24200;0;202602
VW;Nivus;Highline 1.0 TGDI AT;VW/NIVUS HL TSI;2626;VW Nivus Highline 1.0 TGDI AT 2626;172190;17500;7200;0,995036;5700;0;0;0;2000;30400;0;202602
VW;Nivus;GTS 1.4 TGDI AT;VW/NIVUS GTS;2626;VW Nivus GTS 1.4 TGDI AT 2626;189690;0;16000;0,007018;5100;0;0;0;0;21100;0;202602
VW;Nivus;Sense 1.0 TGDI AT;VW/NIVUS SENSE TSI;2626;VW Nivus Sense 1.0 TGDI AT 2626;119990;0;0;0,008012;1400;0;0;0;0;1400;0;202602
VW;T-Cross;1.0 TGDI AT;VW/T CROSS TSI;2626;VW T-Cross 1.0 TGDI AT 2626;161490;13100;0;0,006024;8300;0;0;0;2000;21400;0;202602
VW;T-Cross;Comfortline 1.0 TGDI AT;VW/T CROSS CL TSI;2626;VW T-Cross Comfortline 1.0 TGDI AT 2626;181990;16000;12500;0,006036;14100;0;0;0;2500;42600;0;202602
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;2626;VW T-Cross Highline 1.4 TGDI AT 2626;196290;13300;12000;0,006036;15200;0;0;0;2000;40500;0;202602
VW;T-Cross;Extreme 1.4 TGDI AT;VW/T CROSS EXTREME TSI;2626;VW T-Cross Extreme 1.4 TGDI AT 2626;203490;13500;12000;0,00603;13200;0;0;0;2000;38700;0;202602
VW;Taos;Comfortline 1.4 TGDI AT;I/VW TAOS CL TSI;2626;VW Taos Comfortline 1.4 TGDI AT 2626;199990;0;0;0,005024;14200;0;0;0;0;14200;0;202602
VW;Taos;Highline 1.4 TGDI AT;I/VW TAOS HL TSI;2626;VW Taos Highline 1.4 TGDI AT 2626;209990;0;0;0,005024;14900;0;0;0;0;14900;0;202602
VW;T-Cross;Sense 1.0 TGDI AT;VW/T CROSS SENSE TSI;2526;VW T-Cross Sense 1.0 TGDI AT 2526;119990;0;0;0;;0;0;0;0;0;0;202602
