brand;model;version;registration_base_description;my_code;control;msrp;retail_bonus;trade_in_bonus;subsidized_rate_monthly;down_payment_percent;installments;rate_cost;insurance_years;ipva_value;others_bonus;dealer_rebate;total_customer_benefit;comment;offer_month_code
GAC;GS4;Premium 2.0 HEV CVT;I/GAC GS4 PREMIUM;25/26;GAC GS4 Premium 2.0 HEV CVT 2526;R$191.990;R$15.000;R$0;0,00;60;24;R$10.200;0Y;R$0;R$4.000;R$3.000;R$25.200;0;202603
GAC;GS4;Elite 2.0 HEV CVT;I/GAC GS4 ELITE;25/26;GAC GS4 Elite 2.0 HEV CVT 2526;R$209.990;R$15.000;R$0;0,00;60;24;R$11.100;0Y;R$0;R$0;R$3.000;R$26.100;0;202603
GAC;Aion V;Elite EV;I/GAC AION V ELITE;25/26;GAC Aion V Elite EV 2526;R$219.990;R$8.000;R$0;0,00;60;24;R$11.700;0Y;R$0;R$4.000;R$3.000;R$23.700;0;202603
GAC;Aion Y;Premium;I/GAC AION Y PREMIUM;25/26;GAC Aion Y Premium 2526;R$175.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$4.000;R$3.000;R$4.000;0;202603
GAC;Aion Y;Elite BEV;I/GAC AION Y ELITE;25/26;GAC Aion Y Elite BEV 2526;R$187.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$4.000;R$3.000;R$4.000;0;202603
Fiat;Pulse;Drive 1.3 MT;FIAT/PULSE DRIVE MT;26/26;Fiat Pulse Drive 1.3 MT 2626;R$103.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
Fiat;Pulse;Drive 1.3 AT;FIAT/PULSE DRIVE AT;26/26;Fiat Pulse Drive 1.3 AT 2626;R$115.990;R$0;R$2.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$2.000;0;202603
Fiat;Pulse;1.0 TGDI AT;FIAT/PULSE TURBO 200;26/26;Fiat Pulse 1.0 TGDI AT 2626;R$119.990;R$0;R$0;0,99;50;36;R$4.100;0Y;R$0;R$0;R$0;R$4.100;0;202603
Fiat;Pulse;Audace 1.0 TGDI MHEV AT;FIAT/PULSE AUDACE HYB;26/26;Fiat Pulse Audace 1.0 TGDI MHEV AT 2626;R$136.990;R$0;R$8.000;0,99;50;36;R$4.600;0Y;R$0;R$0;R$0;R$12.600;0;202603
Fiat;Pulse;Impetus 1.0 TGDI MHEV AT;FIAT/PULSE IMPETUS HYB;26/26;Fiat Pulse Impetus 1.0 TGDI MHEV AT 2626;R$151.490;R$0;R$8.000;0,99;30;48;R$10.800;0Y;R$0;R$0;R$0;R$18.800;0;202603
Fiat;Pulse;Abarth 1.3 TGDI AT;FIAT/PULSE ABARTH 270;26/26;Fiat Pulse Abarth 1.3 TGDI AT 2626;R$162.490;R$0;R$8.000;0,00;70;18;R$4.500;0Y;R$0;R$0;R$0;R$12.500;0;202603
Fiat;Fastback;Abarth 1.3 TGDI AT;FIAT/FASTBACK ABARTH 270;26/26;Fiat Fastback Abarth 1.3 TGDI AT 2626;R$181.990;R$0;R$10.000;0,00;70;18;R$5.000;0Y;R$0;R$0;R$0;R$15.000;0;202603
Fiat;Fastback;Audace 1.0 TGDI MHEV AT;FIAT/FASTBACK AUDACE HYB;26/26;Fiat Fastback Audace 1.0 TGDI MHEV AT 2626;R$165.990;R$8.000;R$15.000;0,99;50;36;R$5.600;0Y;R$0;R$0;R$0;R$28.600;0;202603
Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;FIAT/FASTBACK IMPETUS HY;26/26;Fiat Fastback Impetus 1.0 TGDI MHEV AT 2626;R$171.990;R$4.500;R$16.000;0,99;50;36;R$5.800;0Y;R$0;R$0;R$0;R$26.300;0;202603
Fiat;Fastback;Limited Edition 1.3 TGDI AT;FIAT/FASTBACK LIMITED ED;26/26;Fiat Fastback Limited Edition 1.3 TGDI AT 2626;R$175.990;R$4.500;R$13.000;0,99;50;36;R$5.900;0Y;R$0;R$0;R$0;R$23.400;0;202603
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;26/27;Hyundai Creta Comfort Safety  1.0 TGDI AT 2627;R$156.590;R$15.000;R$0;0,00;60;18;R$6.200;0Y;R$0;R$0;R$4.000;R$21.200;0;202603
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;26/27;Hyundai Creta Limited 1.0 TGDI AT 2627;R$173.390;R$10.700;R$0;0,00;60;18;R$6.900;0Y;R$0;R$0;R$0;R$17.600;0;202603
Hyundai;Creta;Platinum 1.0 TGDI AT;HYUNDAI/CRETA1TF PLATINU;26/27;Hyundai Creta Platinum 1.0 TGDI AT 2627;R$188.990;R$8.000;R$0;0,00;60;18;R$7.400;0Y;R$0;R$0;R$0;R$15.400;0;202603
Hyundai;Creta;Ultimate 1.6 TGDI DCT;HYUNDAI/CRETA16G ULTIMTE;26/27;Hyundai Creta Ultimate 1.6 TGDI DCT 2627;R$201.590;R$4.000;R$0;0,00;60;18;R$7.900;0Y;R$0;R$0;R$0;R$11.900;0;202603
Hyundai;Creta;N Line 1.6 TGDI AT;HYUNDAI/CRETA16F NLINE;26/27;Hyundai Creta N Line 1.6 TGDI AT 2627;R$206.990;R$0;R$0;0,00;60;18;R$8.200;0Y;R$0;R$0;R$0;R$8.200;0;202603
Geely;EX5;Pro EV;I/GEELY EX5 PRO;25/26;Geely EX5 Pro EV 2526;R$205.800;R$25.000;R$0;0,00;00;00;;1Y;R$0;R$4.000;R$0;R$29.000;0;202603
Geely;EX5;Max EV;I/GEELY EX5 MAX;25/26;Geely EX5 Max EV 2526;R$225.800;R$14.000;R$0;0,00;00;00;;1Y;R$0;R$4.000;R$0;R$18.000;0;202603
Geely;EX2;Pro;I/GEELY EX2 PRO;25/26;Geely EX2 Pro 2526;R$123.800;R$0;R$0;0,00;60;24;R$6.600;0Y;R$0;R$0;R$0;R$6.600;0;202603
Geely;EX2;Max;I/GEELY EX2 MAX;25/26;Geely EX2 Max 2526;R$136.800;R$0;R$0;0,00;60;24;R$7.300;0Y;R$0;R$4.000;R$0;R$11.300;0;202603
Renault;Boreal;Evolution 1.3 TGDI DCT;RENAULT/BOREAL EVO;25/26;Renault Boreal Evolution 1.3 TGDI DCT 2526;R$179.990;R$0;R$10.000;0,00;60;30;R$11.900;0Y;R$0;R$0;R$0;R$21.900;0;202603
Renault;Boreal;Iconic 1.3 TGDI DCT;RENAULT/BOREAL ICO;25/26;Renault Boreal Iconic 1.3 TGDI DCT 2526;R$214.990;R$0;R$10.000;0,00;60;30;R$14.200;0Y;R$0;R$0;R$0;R$24.200;0;202603
Renault;Boreal;Techno 1.3 TGDI DCT;RENAULT/BOREAL TECH;25/26;Renault Boreal Techno 1.3 TGDI DCT 2526;R$199.990;R$0;R$12.000;0,00;60;30;R$13.300;0Y;R$0;R$0;R$0;R$25.300;0;202603
Omoda;O9;Prestige 1.5 TGDI PHEV DHT AWD;;27/27;Omoda O9 Prestige 1.5 TGDI PHEV DHT AWD 2727;R$299.990;R$0;R$20.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$20.000;0;202603
Jetour;S06 ;Advance 1.5 TGDI PHEV DHT;I/JETOUR S06 DM ADVANCE;26/27;Jetour S06  Advance 1.5 TGDI PHEV DHT 2627;R$199.900;R$0;R$0;0,00;60;18;R$7.900;0Y;R$0;R$0;R$0;R$7.900;0;202603
Jetour;S06 ;Premium  1.5 TGDI PHEV DHT;I/JETOUR S06 DM PREMIUM;26/27;Jetour S06  Premium  1.5 TGDI PHEV DHT 2627;R$229.900;R$0;R$0;0,00;60;18;R$9.100;0Y;R$0;R$0;R$0;R$9.100;0;202603
Jetour;T1;Advance 1.5 TGDI PHEV DHT;;26/27;Jetour T1 Advance 1.5 TGDI PHEV DHT 2627;R$249.900;R$0;R$0;0,00;60;18;R$9.900;0Y;R$0;R$0;R$0;R$9.900;0;202603
Jetour;T1;Premium 1.5 TGDI PHEV DHT;;26/27;Jetour T1 Premium 1.5 TGDI PHEV DHT 2627;R$264.900;R$0;R$0;0,00;60;18;R$10.500;0Y;R$0;R$0;R$0;R$10.500;0;202603
Jetour;T2;Advance 1.5 TGDI PHEV DHT;;25/26;Jetour T2 Advance 1.5 TGDI PHEV DHT 2526;R$289.900;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
Jetour;T2;Premium 1.5 TGDI PHEV DHT;;26/27;Jetour T2 Premium 1.5 TGDI PHEV DHT 2627;R$299.900;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
GAC;GS3;Premium 1.5 TGDI DCT;;26/27;GAC GS3 Premium 1.5 TGDI DCT 2627;R$129.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
GAC;GS3;Elite 1.5 TGDI DCT;I/GAC GS3 ELITE;26/27;GAC GS3 Elite 1.5 TGDI DCT 2627;R$159.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
Changan;Uni-t;Infinity 1.5 TGDI DCT;I/CHANGAN UNI-T;26/27;Changan Uni-t Infinity 1.5 TGDI DCT 2627;R$169.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202603
BYD;Song Plus;GS 1.5 TGDI PHEV DHT;I/BYD SONG PLUS GS DM;26/27;BYD Song Plus GS 1.5 TGDI PHEV DHT 2627;R$249.990;R$0;R$0;0,00;60;36;R$19.900;0Y;R$0;R$0;R$0;R$19.900;0;202604
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;25/26;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;R$234.990;R$0;R$30.000;0,00;60;24;R$12.500;0Y;R$0;R$0;R$10.000;R$42.500;0;202604
Omoda;C5;Luxury 1.5 TGDI HEV DHT;I/OMODA 5 HEV LUXURY;25/26;Omoda C5 Luxury 1.5 TGDI HEV DHT 2526;R$164.990;R$0;R$6.000;0,99;55;36;R$4.800;0Y;R$0;R$0;R$1.000;R$6.000;0;202604
Omoda;C5;Prestige 1.5 TGDI HEV DHT;I/OMODA 5 HEV PRESTIGE;25/26;Omoda C5 Prestige 1.5 TGDI HEV DHT 2526;R$184.990;R$0;R$12.000;0,00;60;24;R$9.800;0Y;R$0;R$0;R$3.000;R$12.000;0;202604
GWM;Ora 03;Skin EV;I/GWM ORA 03 SKIN BEV48;25/26;GWM Ora 03 Skin EV 2526;R$169.000;R$35.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$3.080;R$35.000;0;202604
GWM;Ora 03;GT EV;I/GWM ORA 03 GT BEV63;25/26;GWM Ora 03 GT EV 2526;R$199.000;R$35.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$3.780;R$35.000;0;202604
GWM;Ora 03;EV58;I/GWM ORA 03 BEV58;26/27;GWM Ora 03 EV58 2627;R$184.000;R$35.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$3.380;R$35.000;0;202604
GWM;Ora 03;EV58;I/GWM ORA 03 BEV58;25/26;GWM Ora 03 EV58 2526;R$184.000;R$35.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$3.380;R$35.000;0;202604
GWM;Haval H9;Exclusive 2.4 TD AT;"I/GWM HAVAL H9 EXC;GWM/HAVAL H9 EXC";26/26;GWM Haval H9 Exclusive 2.4 TD AT 2626;R$329.000;R$0;R$0;1,45;50;36;R$0;0Y;R$0;R$0;R$0;R$0;0;202604
GWM;Wey 07;PHEV AWD;I/GWM WEY 07;26/26;GWM Wey 07 PHEV AWD 2626;R$429.000;R$0;R$10.000;0,00;60;18;R$17.100;1Y;R$0;R$0;R$0;R$17.100;0;202604
Jetour;S06 ;Advance 1.5 TGDI PHEV DHT;I/JETOUR S06 DM ADVANCE;26/27;Jetour S06  Advance 1.5 TGDI PHEV DHT 2627;R$199.900;R$0;R$15.000;0,00;60;18;R$7.900;1Y;R$0;R$4.000;R$0;R$15.000;0;202604
Jetour;S06 ;Premium  1.5 TGDI PHEV DHT;I/JETOUR S06 DM PREMIUM;26/27;Jetour S06  Premium  1.5 TGDI PHEV DHT 2627;R$229.900;R$0;R$10.000;0,00;60;18;R$9.100;1Y;R$0;R$4.000;R$0;R$10.000;0;202604
Jetour;T1;Advance 1.5 TGDI PHEV DHT;I/JETOUR T1 I-DM ADVANCE;26/27;Jetour T1 Advance 1.5 TGDI PHEV DHT 2627;R$249.900;R$0;R$10.000;0,00;60;18;R$9.900;1Y;R$0;R$4.000;R$0;R$10.000;0;202604
Jetour;T1;Premium 1.5 TGDI PHEV DHT;I/JETOUR T1 I-DM PREMIUM;26/27;Jetour T1 Premium 1.5 TGDI PHEV DHT 2627;R$264.900;R$0;R$10.000;0,00;60;18;R$10.500;1Y;R$0;R$4.000;R$0;R$10.000;0;202604
Jetour;T2;Advance 1.5 TGDI PHEV DHT;I/JETOUR T2 I-DM ADVANCE;25/26;Jetour T2 Advance 1.5 TGDI PHEV DHT 2526;R$289.900;R$0;R$10.000;0,00;60;18;R$11.500;1Y;R$0;R$4.000;R$0;R$10.000;0;202604
Jetour;T2;Premium 1.5 TGDI PHEV DHT;I/JETOUR T2 I-DM PREMIUM;26/27;Jetour T2 Premium 1.5 TGDI PHEV DHT 2627;R$299.900;R$0;R$10.000;0,00;60;18;R$11.900;1Y;R$0;R$4.000;R$0;R$10.000;0;202604
Toyota;Corolla Cross;XR 2.0 CVT;TOYOTA/CCROSS XR 20;25/26;Toyota Corolla Cross XR 2.0 CVT 2526;R$192.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Toyota;Corolla Cross;XRE 2.0 CVT;TOYOTA/CCROSS XRE 20;25/26;Toyota Corolla Cross XRE 2.0 CVT 2526;R$193.690;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Toyota;Corolla Cross;XRX 2.0 CVT;TOYOTA/CCROSS XRX 20;25/26;Toyota Corolla Cross XRX 2.0 CVT 2526;R$210.690;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Toyota;Corolla Cross;XRX 1.8 HEV CVT;TOYOTA/CCROSS XRX HYBRID;25/26;Toyota Corolla Cross XRX 1.8 HEV CVT 2526;R$222.690;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;26/27;Hyundai Creta Comfort Safety  1.0 TGDI AT 2627;R$156.590;R$12.000;R$0;0,00;60;18;R$6.200;0Y;R$0;R$0;R$0;R$18.200;0;202604
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;26/27;Hyundai Creta Limited 1.0 TGDI AT 2627;R$173.390;R$12.000;R$0;0,00;60;18;R$6.900;0Y;R$0;R$0;R$0;R$18.900;0;202604
Hyundai;Creta;Ultimate 1.6 TGDI DCT;HYUNDAI/CRETA16G ULTIMTE;26/27;Hyundai Creta Ultimate 1.6 TGDI DCT 2627;R$201.590;R$0;R$6.000;0,00;60;18;R$8.000;0Y;R$0;R$0;R$0;R$14.000;0;202604
MG;S5;Comfort;I/SAIC MGS5 EV 62KWH COM;25/26;MG S5 Comfort 2526;R$218.800;R$19.000;R$14.000;0,79;60;36;R$7.900;0Y;R$0;R$0;R$3.019;R$40.900;0;202604
MG;S5;Luxury;I/SAIC MGS5 EV 49KWH LUX;25/26;MG S5 Luxury 2526;R$238.800;R$19.000;R$14.000;0,79;60;36;R$8.600;0Y;R$0;R$0;R$3.295;R$41.600;0;202604
Leapmotor;B10;EV;0;25/26;Leapmotor B10 EV 2526;R$182.990;R$0;R$7.000;0,00;60;24;R$9.700;0Y;R$0;R$5.300;R$0;R$22.000;0;202604
Jeep;Renegade;Altitude 1.3 TGDI AT;JEEP/RENEGADE ALTIT T270;26/27;Jeep Renegade Altitude 1.3 TGDI AT 2627;R$129.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Jeep;Renegade;Longitude 1.3 TGDI AT MHEV;"JEEP/RENEGADE LGTD T270;JEEP/RENEGADE LONGIT HYB";26/27;Jeep Renegade Longitude 1.3 TGDI AT MHEV 2627;R$158.690;R$0;R$4.500;0,00;60;30;R$10.500;0Y;R$0;R$0;R$0;R$15.000;0;202604
Jeep;Renegade;Sahara 1.3 TGDI AT MHEV;JEEP/RENEGADE SAHARA;26/27;Jeep Renegade Sahara 1.3 TGDI AT MHEV 2627;R$175.990;R$0;R$4.500;0,00;60;30;R$11.700;0Y;R$0;R$0;R$0;R$16.200;0;202604
Jeep;Renegade;Willys 1.3 TGDI AT 4x4;JEEP/RENEGADE WILLYS 4X4;26/27;Jeep Renegade Willys 1.3 TGDI AT 4x4 2627;R$189.490;R$0;R$4.500;0,00;60;30;R$12.600;0Y;R$0;R$0;R$0;R$17.100;0;202604
Jeep;Compass;Longitude 1.3 TGDI AT;"JEEP/COMPASS LONG T;JEEP/COMPASS LONGITUDE T";26/26;Jeep Compass Longitude 1.3 TGDI AT 2626;R$201.490;R$6.000;R$15.000;0,00;50;30;R$17.900;0Y;R$0;R$0;R$0;R$38.900;0;202604
Jeep;Compass;Serie S 1.3 TGDI AT;JEEP/COMPASS SERIE S T;26/26;Jeep Compass Serie S 1.3 TGDI AT 2626;R$233.990;R$2.000;R$11.000;0,00;60;30;R$15.500;0Y;R$0;R$0;R$0;R$28.500;0;202604
Jeep;Compass;Blackhawk 2.0 TGDI AT;JEEP/COMPASS BLACKHAWK;26/26;Jeep Compass Blackhawk 2.0 TGDI AT 2626;R$278.990;R$8.000;R$5.000;0,00;60;30;R$18.500;0Y;R$0;R$0;R$0;R$31.500;0;202604
Jeep;Commander;Longitude 1.3 TGDI AT;JEEP/COMMANDER LONG T;26/27;Jeep Commander Longitude 1.3 TGDI AT 2627;R$228.790;R$9.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$9.000;0;202604
Jeep;Commander;Limited 1.3 TGDI AT MHEV;"JEEP/COMMANDER LIM T;JEEP/COMMANDER LIM 7 270";26/27;Jeep Commander Limited 1.3 TGDI AT MHEV 2627;R$255.690;R$0;R$16.000;0,00;60;24;R$13.600;0Y;R$0;R$0;R$0;R$29.600;0;202604
Jeep;Commander;Overland 1.3 TGDI AT MHEV;"JEEP/COMMANDER OVR T;JEEP/COMMANDER OVE 7 270;JEEP/COMMANDER OVER HYB";26/27;Jeep Commander Overland 1.3 TGDI AT MHEV 2627;R$283.790;R$0;R$19.000;0,00;60;24;R$15.000;0Y;R$0;R$0;R$0;R$34.000;0;202604
Jeep;Commander;Overland 2.2 TD AT 4x4;JEEP/COMMANDER OVR TD;26/27;Jeep Commander Overland 2.2 TD AT 4x4 2627;R$319.990;R$0;R$20.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$20.000;0;202604
Jeep;Commander;Blackhawk Hurricane 2.0 TGDI AT 4x4;JEEP/COMMANDER BLACKHAWK;26/27;Jeep Commander Blackhawk Hurricane 2.0 TGDI AT 4x4 2627;R$336.490;R$0;R$17.000;0,00;60;24;R$17.800;0Y;R$0;R$0;R$0;R$34.800;0;202604
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;25/26;Nissan Kicks Sense 1.0 TGDI DCT 2526;R$168.690;R$5.000;R$14.000;0,00;60;18;R$6.700;0Y;R$0;R$0;R$1.500;R$25.700;0;202604
Nissan;Kait;Sense 1.6 CVT;NISSAN/KAIT SENSE CVT;25/26;Nissan Kait Sense 1.6 CVT 2526;R$136.990;R$8.000;R$0;0,00;65;36;R$9.200;0Y;R$0;R$0;R$0;R$17.200;0;202604
Nissan;Kait;Sense Plus 1.6 CVT;NISSAN/KAIT SENSE CVT;25/26;Nissan Kait Sense Plus 1.6 CVT 2526;R$139.590;R$8.000;R$0;0,00;65;36;R$9.400;0Y;R$0;R$0;R$0;R$17.400;0;202604
Nissan;Kait;Advance 1.6 CVT;NISSAN/KAIT ADVANCE CVT;25/26;Nissan Kait Advance 1.6 CVT 2526;R$146.990;R$11.400;R$0;0,00;65;36;R$9.900;0Y;R$0;R$0;R$0;R$21.300;0;202604
Nissan;Kait;Advance Plus 1.6 CVT;NISSAN/KAIT ADVANCE CVT;25/26;Nissan Kait Advance Plus 1.6 CVT 2526;R$149.890;R$11.400;R$0;0,00;65;36;R$10.100;0Y;R$0;R$0;R$0;R$21.500;0;202604
Geely;EX5;Pro 1.5 PHEV DHT;;26/27;Geely EX5 Pro 1.5 PHEV DHT 2627;R$189.990;R$0;R$0;0,00;60;36;R$15.100;0Y;R$0;R$0;R$0;R$15.100;0;202604
Geely;EX5;Max 1.5 PHEV DHT;;26/27;Geely EX5 Max 1.5 PHEV DHT 2627;R$209.990;R$0;R$0;0,00;60;36;R$16.700;0Y;R$0;R$0;R$0;R$16.700;0;202604
Geely;EX5;Ultra 1.5 PHEV DHT;;26/27;Geely EX5 Ultra 1.5 PHEV DHT 2627;R$234.990;R$0;R$0;0,00;60;36;R$18.700;0Y;R$0;R$4.000;R$0;R$22.700;0;202604
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;26/26;VW T-Cross Highline 1.4 TGDI AT 2626;R$196.290;R$13.300;R$15.000;0,00;60;30;R$13.000;0Y;R$0;R$0;R$2.000;R$41.300;0;202604
VW;T-Cross;Extreme 1.4 TGDI AT;VW/T CROSS EXTREME TSI;26/26;VW T-Cross Extreme 1.4 TGDI AT 2626;R$203.490;R$13.500;R$15.000;0,00;60;30;R$13.500;0Y;R$0;R$0;R$2.000;R$42.000;0;202604
Omoda;E5;Comfort BEV;;26/27;Omoda E5 Comfort BEV 2627;R$159.990;R$0;R$5.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$5.000;0;202604
Jaecoo;5;Luxury EV;;26/27;Jaecoo 5 Luxury EV 2627;R$184.990;R$0;R$10.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$10.000;0;202604
Omoda;E5;Prestige BEV;;26/27;Omoda E5 Prestige BEV 2627;R$209.990;R$0;R$10.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$10.000;0;202604
GM;Spark EUV;BEV;I/CHEV SPARK EUV ACTIV;25/26;GM Spark EUV BEV 2526;R$154.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
BYD;Yuan Plus;GS EV AWD;I/BYD YUAN PLUS GS 310EV;26/27;BYD Yuan Plus GS EV AWD 2627;R$269.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
BYD;Dolphin;SE EV;I/BYD DOLPHIN SE 290EV;26/27;BYD Dolphin SE EV 2627;R$159.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Chery;Tiggo 5X;Pro 1.5 TCI CVT;CAOACHERY/TIGGO5X PRO;26/27;Chery Tiggo 5X Pro 1.5 TCI CVT 2627;R$144.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Chery;Tiggo 5X;Sport 1.5 TCI CVT;CAOACHERY/TIGGO5X SPORT;26/27;Chery Tiggo 5X Sport 1.5 TCI CVT 2627;R$126.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
VW;Tiguan;R-Line 2.0 TGDI AT;I/VW TIGUAN R LINE;26/26;VW Tiguan R-Line 2.0 TGDI AT 2626;R$299.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Lepas;L4;v1 1.5 TGDI HEV DHT;;27/27;Lepas L4 v1 1.5 TGDI HEV DHT 2727;R$159.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Lepas;L4;v1+ 1.5 TGDI HEV DHT;;27/27;Lepas L4 v1+ 1.5 TGDI HEV DHT 2727;R$179.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Lepas;L4;v1 EV50;;27/27;Lepas L4 v1 EV50 2727;R$179.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Lepas;L4;v1+ EV67;;27/27;Lepas L4 v1+ EV67 2727;R$199.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Lepas;L4;v2 1.5 TGDI HEV DHT;;27/27;Lepas L4 v2 1.5 TGDI HEV DHT 2727;R$159.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Lepas;L4;v2+ 1.5 TGDI HEV DHT;;27/27;Lepas L4 v2+ 1.5 TGDI HEV DHT 2727;R$179.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Lepas;L6;v1 1.5 TGDI PHEV DHT;;27/27;Lepas L6 v1 1.5 TGDI PHEV DHT 2727;R$199.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
Lepas;L6;v1+ 1.5 TGDI PHEV DHT;;27/27;Lepas L6 v1+ 1.5 TGDI PHEV DHT 2727;R$219.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202604
