SC_0001;SC_0002;SC_0003;SC_0004;SC_0005;SC_0006;DM_0001;DM_0002;DM_0003;DM_0004;DM_0005;DM_0006;DM_0007;DM_0008;DM_0009;DM_0010;DM_0011;PW_0001;PW_0002;PW_0003;PW_0004;PW_0005;PW_0006;PW_0007;PW_0008;PW_0009;PW_0010;PW_0011;PW_0012;PW_0014;PW_0015;PW_0016;PW_0017;PW_0018;PW_0019;PW_0020;PW_0021;PW_0022;PW_0023;PW_0025;PW_0026;PW_0028;PW_0029;PW_0030;PW_0031;PW_0032;PW_0033;PW_0035;PW_0036;PW_0037;PW_0038;PW_0039;PW_0040;PW_0041;PW_0042;PW_0043;PW_0044;OW_0001;OW_0002;OW_0003;OW_0004;OW_0005;OW_0006;OW_0007;OW_0008;OW_0009;OW_0010;EX_0001;EX_0002;EX_0003;EX_0004;EX_0005;EX_0006;EX_0007;EX_0008;EX_0009;EX_0010;EX_0011;EX_0012;EX_0013;EX_0014;EX_0015;EX_0016;EX_0017;EX_0018;EX_0019;EX_0020;EX_0021;EX_0022;EX_0023;EX_0024;EX_0025;EX_0026;EX_0027;EX_0028;EX_0029;EX_0030;EX_0031;EX_0032;EX_0033;EX_0034;EX_0035;EX_0036;EX_0037;EX_0038;EX_0039;EX_0040;EX_0041;EX_0042;EX_0043;IN_0001;IN_0002;IN_0003;IN_0004;IN_0005;IN_0006;IN_0007;IN_0008;IN_0009;IN_0062;IN_0063;IN_0010;IN_0011;IN_0012;IN_0013;IN_0014;IN_0015;IN_0016;IN_0017;IN_0064;IN_0018;IN_0019;IN_0020;IN_0021;IN_0022;IN_0023;IN_0024;IN_0025;IN_0026;IN_0027;IN_0028;IN_0029;IN_0030;IN_0031;IN_0065;IN_0032;IN_0033;IN_0034;IN_0035;IN_0036;IN_0037;IN_0038;IN_0039;IN_0040;IN_0041;IN_0042;IN_0043;IN_0044;IN_0045;IN_0046;IN_0047;IN_0048;IN_0060;IN_0061;IN_0049;IN_0050;IN_0051;IN_0052;IN_0053;IN_0054;IN_0055;IN_0056;IN_0057;IN_0058;CO_0001;CO_0002;CO_0003;CO_0004;CO_0005;CO_0006;CO_0007;CO_0008;CO_0009;CO_0010;CO_0011;CO_0053;CO_0054;CO_0012;CO_0013;CO_0014;CO_0015;CO_0016;CO_0017;CO_0018;CO_0019;CO_0020;CO_0021;CO_0022;CO_0023;CO_0024;CO_0025;CO_0026;CO_0027;CO_0028;CO_0029;CO_0030;CO_0031;CO_0032;CO_0033;CO_0034;CO_0035;CO_0036;CO_0037;CO_0038;CO_0039;CO_0040;CO_0041;CO_0042;CO_0043;CO_0044;CO_0045;CO_0046;CO_0047;CO_0048;CO_0049;CO_0050;CO_0051;CO_0052;SF_0001;SF_0002;SF_0003;SF_0004;SF_0005;SF_0006;SF_0007;SF_0008;SF_0009;SF_0010;SF_0011;SF_0012;SF_0013;SF_0014;SF_0015;SF_0016;SF_0017;SF_0018;SF_0019;SF_0020;SF_0021;SF_0022;SF_0023;SF_0024;SF_0025;SF_0026;SF_0027;SF_0028;SF_0029;SF_0030;SF_0031;SF_0032;SF_0033;SF_0034;SF_0035;SF_0036;SF_0037;SF_0038;SF_0039;SF_0040;SF_0041;SF_0042;SF_0043;SF_0044;SF_0045;AD_0001;AD_0002;AD_0003;AD_0004;AD_0005;AD_0006;AD_0007;AD_0008;AD_0009;AD_0010;AD_0011;AD_0012;AD_0013;AD_0014;AD_0015;AD_0016;AD_0017;AD_0018;AD_0019;AD_0020;AD_0021;AD_0022;AD_0023;EX_0044;CO_0055;IN_0059
Jeep Renegade Trailhawk 1.3 TGDI AT 4x4 2526;Jeep;Renegade;Trailhawk 1.3 TGDI AT 4x4;2025;2026;4268;1805;1696;2570;186;385;;1590;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;9;;;;;;;;;;176;270;9,034090909;57,81818182;9,9;202;;;S;S;S;;2,228;9,2;10,1;6,3;7,4;55;;;5;;S;17;215;215/60 R17;;S;;;S;S;;;S;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;S;S;;;;S;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;S;;S;;S;;;S;;;S;;;S;S;;1;1;1;1;1;1;S;;;7;;8,4;;;;S;;;;4;2;;;;S;S;;;S;;;;;;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;;;S;;S;;;S;S;S;;;S;S;S;S;;S;;S;;;;;;;;;S;;;;;;;;;S;S;;;
Jeep Renegade Willys 1.3 TGDI AT 4x4 2526;Jeep;Renegade;Willys 1.3 TGDI AT 4x4;2025;2026;4268;1805;1696;2570;186;385;;1590;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;9;;;;;;;;;;176;270;9,034090909;57,81818182;9,9;202;;;S;S;S;;2,228;9,2;10,1;6,3;7,4;55;;;5;;S;17;215;215/60 R17;;S;;;S;S;S;S;S;;S;;;;S;;;S;;;S;;S;;;;;;;;;;S;S;S;;;;S;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;S;;;S;;;S;;;S;S;;1;1;1;1;1;1;S;;;7;;8,4;;;;S;;;;4;2;;;;S;S;;;S;;;;;;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;;;S;;S;;;S;S;S;;;S;S;S;S;;S;;S;;;;;;;;;S;;;;;S;;;;S;S;;;
Jeep Commander Longitude 1.3 TGDI AT 2525;Jeep;Commander;Longitude 1.3 TGDI AT;2025;2025;4769;2040;1682;2794;209;233;1760;1685;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,573863636;61,27272727;10,3;202;S;;;S;S;;2,04;9,9;11,4;7;8,3;61;;;5;;S;18;225;225/55 R18;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;;S;S;;;;S;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;;;S;;;1;1;1;1;1;1;;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;;;;;S;S;;;
Jeep Commander Limited 1.3 TGDI AT 2525;Jeep;Commander;Limited 1.3 TGDI AT;2025;2025;4769;2040;1682;2794;209;233;1760;1685;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,573863636;61,27272727;10,3;202;S;;;S;S;;2,04;9,9;11,4;7;8,3;61;;;5;;S;18;235;235/55 R18;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;;S;S;;;;S;;;S;;S;S;S;S;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
Jeep Commander Overland 1.3 TGDI AT 2525;Jeep;Commander;Overland 1.3 TGDI AT;2025;2025;4769;2040;1682;2794;209;233;1760;1685;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,573863636;61,27272727;10,3;202;S;;;S;S;;2,04;9,9;11,4;7;8,3;61;;;5;;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;S;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
Jeep Commander Overland 2.2 TD AT 4x4 2525;Jeep;Commander;Overland 2.2 TD AT 4x4;2025;2025;4769;2040;1682;2794;209;233;1760;1908;;400;;;;;;2.2;;S;4;S;;200;450;3500;1500;S;;;;9;;;;;;;;;;200;450;9,54;41,59581426;9,7;205;;;S;S;S;;2,34;10,3;13,4;;;61;;;5;;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;S;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
Jeep Commander Overland Hurricane 2.0 TGDI AT 4x4 2525;Jeep;Commander;Overland Hurricane 2.0 TGDI AT 4x4;2025;2025;4769;2040;1682;2794;209;233;1760;1908;;400;;;;;;2.0;;S;4;S;;272;400;5200;3000;S;;;;9;;;;;;;;;;272;400;7,014705882;46,787641;7;220;;;S;S;S;;2,48;8;10,3;;;61;;;5;;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;S;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
Jeep Commander Blackhawk Hurricane 2.0 TGDI AT 4x4 2525;Jeep;Commander;Blackhawk Hurricane 2.0 TGDI AT 4x4;2025;2025;4769;2040;1682;2794;209;233;1760;1908;;400;;;;;;2.0;;S;4;S;;272;400;5200;3000;S;;;;9;;;;;;;;;;272;400;7,014705882;46,787641;7;220;;;S;S;S;;2,48;8;10,3;;;61;;;5;;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;S;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
BYD Dolphin GS EV 2526;BYD;Dolphin;GS EV;2025;2026;4125;1770;1570;2700;120;250;;1412;1815;;;;;;S;;;;;;;;;;;;;;;;S;95;180;;;44,9;6,6;60;;95;180;14,86315789;76,73913043;10,9;160;S;;;S;;S;0,42;51,9;43,5;;;;291;;5;8;S;16;195;195/60 R16;S;;;;S;S;S;;;;S;;;;S;;S;S;;S;S;;S;;;;;S;;;;;;;S;S;;;;;S;;;S;S;S;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;S;S;;;S;;S;S;;S;;S;;S;S;;;;;;;;;S;;S;;;S;;;S;S;;S;S;S;;;2;2;1;1;;;;5;;12,8;;S;;S;S;S;;6;2;;;;S;;;S;;;;S;S;;;4;;4;S;;S;;S;S;;S;;;S;S;S;;S;S;S;S;S;;S;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;;S;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
BYD Song Pro GL 1.5 PHEV DHT 2526;BYD;Song Pro;GL 1.5 PHEV DHT;2025;2026;4738;1860;1710;2712;182;520;1339;1675;;;;;;S;;1,5;;;4;S;;98;121,6;6000;4500;;;;S;1;S;197;299,8;;;12,9;6,6;;S;223;399,1;7,511210762;41,05392157;8,3;170;S;;;S;;S;0,59;13,9;10,7;;;52;39;1100;6;8;S;18;225;225/60 R18;;;;;S;S;S;;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;;;;;S;S;S;S;S;;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;;;;S;;S;S;S;;;S;;;S;S;;S;S;S;1;2;1;;1;1;;;;8,8;;12,8;;S;;S;S;S;;4;2;;;;S;;;;S;;;;;S;;4;;4;S;S;S;;S;S;S;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
BYD Song Pro GS 1.5 PHEV DHT 2526;BYD;Song Pro;GS 1.5 PHEV DHT;2025;2026;4738;1860;1710;2712;182;520;1339;1735;;;;;;S;;1,5;;;4;S;;98;121,6;6000;4500;;;;S;1;S;197;299,8;;;18,3;6,6;;S;235;421,7;7,382978723;40,34883721;7,9;170;S;;;S;;S;0,56;14,8;12;;;52;62;;6;8;S;18;225;225/60 R18;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;;;;;S;S;;S;S;;;;S;;S;S;S;S;;;;;;;;;;;;;;S;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;;;;S;;S;S;S;;;S;;;S;S;;S;S;S;1;2;1;;1;1;S;;;8,8;;12,8;;S;;S;S;S;;4;2;;;;S;;;;S;;;S;S;S;;4;;4;S;S;S;;S;S;S;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;;;S;;S;;;;S;S;S;;;S;;;S;S;;;;
GM Tracker 1.0 TGDI AT 2526;GM;Tracker;1.0 TGDI AT;2025;2026;4304;1791;1624;2570;157;393;1230;;;410;;;;;;1.0;;S;3;S;;115;185,34;5500;1800;S;;;;6;;;;;;;;;;115;185,34;10,7;65,1;11,8;184;S;;;S;S;;1,73;11,5;13,8;8,1;9,9;44;;;3;;;17;215;215/55 R17;S;;;S;;S;S;;;;S;;;;;;;;;;S;;S;;;;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;S;;;;;;;;;;;;;S;S;S;1;1;;;1;;;;;8;;11;;;;S;;;;4;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;;S;;;;;S;S;S;;;;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
GM Tracker LT 1.0 TGDI AT 2526;GM;Tracker;LT 1.0 TGDI AT;2025;2026;4304;1791;1624;2570;157;393;1230;;;410;;;;;;1.0;;S;3;S;;115;185,34;5500;1800;S;;;;6;;;;;;;;;;115;185,34;10,7;65,1;11,8;184;S;;;S;S;;1,73;11,5;13,8;8,1;9,9;44;;;3;;;17;215;215/55 R17;S;;;S;;S;S;;;;S;;;;;;;;;;S;;S;;;;;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;;;;S;S;S;1;1;;;1;;;;;8;;11;;;;S;;;;4;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;;S;;S;;;S;S;S;;;;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
GM Tracker LTZ 1.0 TGDI AT 2526;GM;Tracker;LTZ 1.0 TGDI AT;2025;2026;4304;1791;1624;2570;157;393;1230;;;410;;;;;;1.0;;S;3;S;;115;185,34;5500;1800;S;;;;6;;;;;;;;;;115;185,34;10,7;65,1;11,8;184;S;;;S;S;;1,73;11,5;13,8;8,1;9,9;44;;;3;;S;17;215;215/55 R17;S;;;S;;S;S;;;;S;;;;;;;S;;;S;;S;;;;;;;;;;;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;;;;S;S;S;1;1;;;1;;;;;8;;11;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;;S;;S;;;S;S;S;;;S;;S;S;;;S;S;;;;;;;;;;;;;;S;;;;;;;;
GM Tracker Premier 1.2 TGDI AT 2526;GM;Tracker;Premier 1.2 TGDI AT;2025;2026;4304;1791;1624;2570;157;393;1265;;;410;;;;;;1.2;;S;3;S;;141;224,52;5000;2500;S;;;;6;;;;;;;;;;141;224,52;8,97;55,2;9,7;190;S;;;S;S;;1,73;11;13,7;7,6;9,7;44;;;3;;S;17;215;215/55 R17;S;;;S;;S;S;;;;S;;S;;;;;S;;;S;;S;;;;;;;;;;S;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;S;;S;S;;;;;;;;;;S;S;S;1;1;;;1;;S;;;8;;11;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;S;S;S;S;;;S;S;S;;;S;;S;S;;;S;S;;;;;;;;;;;;;;S;;;;;;;;
GM Tracker RS 1.2 TGDI AT 2526;GM;Tracker;RS 1.2 TGDI AT;2025;2026;4304;1791;1624;2570;157;393;1265;;;410;;;;;;1.2;;S;3;S;;141;224,52;5000;2500;S;;;;6;;;;;;;;;;141;224,52;8,97;55,2;9,7;190;S;;;S;S;;1,73;11;13,7;7,6;9,7;44;;;3;;S;17;215;215/55 R17;S;;;S;;S;S;;;;S;;S;;;;;S;;;S;;S;;;;;;;;;;S;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;S;;S;S;;;;;;;;;;S;S;S;1;1;;;1;;S;;;8;;11;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;;S;;;;;S;S;S;S;;;S;S;S;;;S;;S;S;;;S;S;;;;;;;;;;;;;;S;;;;;;;;
GWM Haval H6 One 1.5 TGDI HEV DHT 2525;GWM;Haval H6;One 1.5 TGDI HEV DHT;2025;2025;4683;1886;1730;2738;181;560;1445;1699;;420;750;;S;;;1.5;;S;4;S;;150;229,5;5500;1500;;;;S;2;S;177;299,8;;;1,6;;;;243;530;6,991769547;31,46296296;7,9;175;S;;;S;;S;1,65;13,8;12;;;60;;;5;8;S;19;225;225/55 R19;;;;;S;S;S;S;;;S;;;S;S;;;S;;S;S;;S;S;;;;;;;;;;S;S;S;;;;;;S;;S;S;S;S;S;;;;;S;;;;;;;;S;S;;S;;;;;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;S;;;S;;S;S;S;;;S;;;S;S;;S;S;S;2;2;;;1;1;S;;;10,25;S;12,3;;;;S;S;S;;4;4;;;;S;;;;S;;;S;S;S;;4;;4;S;;S;;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;S;;S;S;S;S;;S;S;S;S;S;;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;;;S;S;S;;;
Honda HR-V EX 1.5 CVT 2526;Honda;HR-V;EX 1.5 CVT;2025;2026;4346;1790;1590;2610;185;354;;1297;;;;;;;;1.5;;;4;S;;126;154,94;6200;4600;;;S;;;;;;;;;;;;126;154,94;10,29365079;82,08860759;11,8;175;S;;;S;;S;1,63;12,5;13,9;8,8;9,9;50;;;3;;S;17;215;215/60  R17;S;;;;S;S;S;S;S;;S;;;;S;;;S;;;S;;S;S;;;;;;;;;;;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;;;;;;S;;S;;;;;S;S;;;S;;;2;2;;;1;1;S;;;7;;8;;;;S;;;;4;;;;;S;;;S;;;;;;S;;4;;4;S;;S;;;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;;;S;;;S;S;S;;;S;;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;;;;
Honda HR-V EXL 1.5 CVT 2526;Honda;HR-V;EXL 1.5 CVT;2025;2026;4346;1790;1590;2610;185;354;;1297;;;;;;;;1.5;;;4;S;;126;154,94;6200;4600;;;S;;;;;;;;;;;;126;154,94;10,29365079;82,08860759;11,8;175;S;;;S;;S;1,63;12,5;13,9;8,8;9,9;50;;;3;;S;17;215;215/60  R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;;;;;;;;;;S;S;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;;S;S;;;S;;;2;2;;;1;1;S;;;4,2;;8;;;;S;;;;4;2;;;;S;;;S;;;;;;S;;4;;4;S;;S;;;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;;;;
Honda HR-V Advance 1.5 TGDI CVT 2526;Honda;HR-V;Advance 1.5 TGDI CVT;2025;2026;4385;1790;1590;2610;181;354;;1390;;;;;;;;1.5;;S;4;S;;177;240,05;6000;1700;;;S;;;;;;;;;;;;177;240,05;7,327683616;52,93877551;8,9;200;S;;;S;;S;1,78;11,3;13;8;9,2;50;;;3;;S;17;215;215/60  R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;S;;;;;;;;;S;S;;;S;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;;S;S;;;S;S;;2;2;;;1;1;S;;;7;;8;;;;S;;;;4;2;;;;S;;;;S;;;;;S;;4;;4;S;;S;;;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;;;;
Honda HR-V Touring  1.5 TGDI CVT 2526;Honda;HR-V;Touring  1.5 TGDI CVT;2025;2026;4385;1790;1590;2610;181;354;;1390;;;;;;;;1.5;;S;4;S;;177;240,05;6000;1700;;;S;;;;;;;;;;;;177;240,05;7,327683616;52,93877551;8,9;200;S;;;S;;S;1,78;11,3;13;8;9,2;50;;;3;;S;17;215;215/60  R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;S;;;;;;;;;S;S;S;S;S;;;S;;S;S;S;S;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;;S;S;;;S;S;;2;2;;;1;1;S;;;7;;8;;;;S;;;;4;4;;;;S;;;;S;;;;;S;;4;;4;S;;S;;S;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;;;;
Jeep Compass Sport 1.3 TGDI AT 2526;Jeep;Compass;Sport 1.3 TGDI AT;2025;2026;4404;1819;1625;2636;202;476;1180;1589;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,028409091;57,78181818;9,8;206;S;;;S;S;;1,97;10,1;12,1;7,3;8,6;55;;;5;5;S;18;225;225/55 R18;S;;;;S;S;S;;S;;S;;;S;S;;;S;;;S;;S;;;;;;;;;;;S;S;;;;S;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;S;;S;S;S;;;S;;S;S;;;S;;;1;1;1;1;1;1;;;;7;;8,4;;;;S;;;;4;2;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;S;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Jeep Compass Longitude 1.3 TGDI AT 2526;Jeep;Compass;Longitude 1.3 TGDI AT;2025;2026;4404;1819;1625;2636;202;476;1180;1589;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,028409091;57,78181818;9,8;206;S;;;S;S;;1,97;10,1;12,1;7,3;8,6;55;;;5;5;S;18;225;225/55 R18;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;;;;;;;;;;;S;S;;;;S;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;S;;S;S;S;;;S;;S;S;;;S;;;1;1;1;1;1;1;S;;;10,25;;10,1;;;;S;S;;S;6;2;1;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;S;;;S;S;;;;;;;;S;S;;;
